,0
3614,"Jsem žena, je mi 62 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem důchodce a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám velmi dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3615,"Jsem žena, je mi 63 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Plzeňském kraji, v okresu Plzeň-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem důchodce, v domácnosti a příjem naší domácnosti je nan. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3616,"Jsem muž, je mi 41 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3617,"Jsem muž, je mi 58 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám velmi dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3618,"Jsem muž, je mi 64 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3619,"Jsem žena, je mi 25 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je nan. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3620,"Jsem žena, je mi 45 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Mělník a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem v domácnosti a příjem naší domácnosti je nan. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3621,"Jsem žena, je mi 48 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3622,"Jsem žena, je mi 47 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3623,"Jsem muž, je mi 49 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Libereckém kraji, v okresu Liberec a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem invalidní důchodce a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3624,"Jsem žena, je mi 34 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3625,"Jsem muž, je mi 44 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek, podnikatel, živnostník, osvč a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3626,"Jsem žena, je mi 48 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3627,"Jsem žena, je mi 49 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihočeském kraji, v okresu Český Krumlov a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek, invalidní důchodce a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3628,"Jsem žena, je mi 34 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3629,"Jsem žena, je mi 31 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Vyškov a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je nan. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3630,"Jsem žena, je mi 38 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Moravskoslezském kraji, v okresu Frýdek-Místek a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem bez zaměstnání, hledající práci a příjem naší domácnosti je Do 15.000 Kč. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3631,"Jsem muž, je mi 51 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem nan a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3632,"Jsem muž, je mi 48 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem nan a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3633,"Jsem žena, je mi 33 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3634,"Jsem muž, je mi 52 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Ústeckém kraji, v okresu Ústí nad Labem a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3635,"Jsem žena, je mi 24 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Ústeckém kraji, v okresu Most a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem student, v domácnosti a příjem naší domácnosti je nan. Mám velmi dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3636,"Jsem muž, je mi 61 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem důchodce a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3637,"Jsem žena, je mi 44 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3638,"Jsem muž, je mi 49 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Mladá Boleslav a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3639,"Jsem muž, je mi 64 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Praha-západ a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3640,"Jsem muž, je mi 33 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3641,"Jsem muž, je mi 61 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Opava a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 60.001 - 80.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3642,"Jsem žena, je mi 35 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Hodonín a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3643,"Jsem žena, je mi 45 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3644,"Jsem žena, je mi 35 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Plzeňském kraji, v okresu Plzeň-jih a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám velmi dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3645,"Jsem muž, je mi 25 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Znojmo a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 60.001 - 80.000 Kč. Mám velmi dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3646,"Jsem muž, je mi 22 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 60.001 - 80.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3647,"Jsem žena, je mi 46 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Olomouckém kraji, v okresu Přerov a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3648,"Jsem žena, je mi 37 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Brno-venkov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3649,"Jsem žena, je mi 23 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je Do 15.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3650,"Jsem žena, je mi 22 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Mělník a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem student a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3651,"Jsem muž, je mi 47 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Libereckém kraji, v okresu Liberec a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3652,"Jsem muž, je mi 40 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Břeclav a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3653,"Jsem žena, je mi 57 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Zlínském kraji, v okresu Kroměříž a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3654,"Jsem žena, je mi 32 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Plzeňském kraji, v okresu Plzeň-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je nan. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3655,"Jsem muž, je mi 51 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem nan a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám velmi dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3656,"Jsem muž, je mi 34 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3657,"Jsem žena, je mi 39 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám velmi dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3658,"Jsem žena, je mi 42 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Příbram a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je nan. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3659,"Jsem žena, je mi 53 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Příbram a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3660,"Jsem žena, je mi 49 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3661,"Jsem žena, je mi 35 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Olomouckém kraji, v okresu Prostějov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3662,"Jsem muž, je mi 24 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek, student a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3663,"Jsem muž, je mi 57 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Středočeském kraji, v okresu Kladno a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 60.001 - 80.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3664,"Jsem muž, je mi 24 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihočeském kraji, v okresu Písek a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek, student a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3665,"Jsem žena, je mi 63 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3666,"Jsem žena, je mi 47 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem bez zaměstnání, nehledající práci a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3667,"Jsem muž, je mi 36 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Libereckém kraji, v okresu Liberec a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3668,"Jsem muž, je mi 35 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Libereckém kraji, v okresu Liberec a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem bez zaměstnání, hledající práci a příjem naší domácnosti je Do 15.000 Kč. Mám velmi špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3669,"Jsem žena, je mi 33 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3670,"Jsem žena, je mi 36 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Plzeňském kraji, v okresu Plzeň-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3671,"Jsem muž, je mi 20 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Středočeském kraji, v okresu Mělník a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je Vice než 80.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3672,"Jsem muž, je mi 28 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3673,"Jsem žena, je mi 47 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3674,"Jsem muž, je mi 20 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3675,"Jsem žena, je mi 24 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Ústeckém kraji, v okresu Chomutov a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek, student a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3676,"Jsem žena, je mi 43 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Karlovarském kraji, v okresu Karlovy Vary a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3677,"Jsem muž, je mi 65 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3678,"Jsem žena, je mi 26 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je nan. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3679,"Jsem žena, je mi 36 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3680,"Jsem žena, je mi 52 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Blansko a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
3681,"Jsem žena, je mi 44 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Olomouckém kraji, v okresu Olomouc a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
